EventCode,EventBaseCode,EventRootCode,SOURCEURL,DATEADDED,entry,ARTICLETEXT
145,145,14,https://www.tvguide.co.uk/schedule/679a1ca9-4cc4-5d2d-ae27-d4e754b52ef0/the-adventures-of-paddington,20240428,56,"The Adventures of Paddington

Nick Jr. 11:30 AM to 11:45 AM Sunday 28 April Share Add to

Calendar +

Paddington's Pirate Treasure Hunt S Subtitles

Paddington leads a Treasure Hunt to find Captain Green Beard's loot, but will they all remain friends and share?

The Adventures of Paddington airs on Nick Jr. at 11:30 AM, Sunday 28 April . (Subtitles.)"
1014,101,10,https://www.thephuketnews.com/hot-headed-van-driver-threatens-taxi-driver-with-knife-on-busy-street-92124.php,20240428,57,"Hot-headed van driver threatens taxi driver with knife on busy street

PHUKET: Police have apprehended a hot-headed van driver who pulled a knife and threatened a taxi driver in the middle of one of the island’s busiest roads yesterday (Apr 27).

violencetransportpolice

By The Phuket News

Sunday 28 April 2024 10:30 AM

The incident happened yesterday afternoon near the Central Phuket intersection of Chaloem Phrakiat Rama 9 Road, heading south and was very quickly posted on social media by witnesses who snapped footage of the agitated driver confronting the taxi driver.

Officials at the Phuket Transport Office were informed of the incident who duely contacted Wichit police to deal with the matter.

Pol. Col. Chatri Chukaew, superintendent of Wichit Police Station, ordered a team to investigate the matter who were very quickly able to identify the driver of the white Toyota van via the vehicle’s license plates before tracking him down to an address in Thalang.

The offender was subsequently identified as 57-year-old Thanongsak Maenman, of Village No. 1, Thepkrasattri Subdistrict, Thalang.

Police took the man to Wichit police station where blood and urine tests were conducted to determine any traces of alcohol or drugs – both tests returned negative, police confirmed.

In relaying his version of the incident to police, Mr Thanongsak claimed the driver of the yellow-plated, Phuket-registered taxi was driving extremely slowly in the right hand lane. Angered at the slow pace, Mr Thanongsak sounded his horn before pulling along side the taxi as traffic slowed. He then proceeded to exit his vehicle and advance to the driver’s side of the taxi where a heated argument ensued. Mr Thanongsak then pulled a fruit peeler style knife and threatened the driver before the latter managed to drive away.

The taxi driver subsequently lodged an official complaint with Wichit Police who then charged Mr Thanongsak, once he had been apprehended.

He was charged with “taking a weapon (knife) into a city, village or public way openly or without reasonable cause [and] causing others to be afraid or frightened by threatening behaviour.” Legal action and formal charges will follow in due course, police confirmed."
39,39,3,https://ladailypost.com/page/4239/,20240428,58,"Submitted by Carol A. Clark - 8:44 pm

By Carol A. Clark

Central Avenue Grill Owner Monica Park in front of her Central Avenue restaurant Friday. Courtesy Photo

An alcohol compliance sweep by agents from the Special Investigations Division (SID) of the Department of Public Safety resulted in two local violations.

Servers at Central Avenue Grill in downtown Los Alamos and Phillips 66 in White Rock sold to underage operatives on the evening of Jan. 4.

“Katrina Butler at Central Avenue Grill and Casey Christiansen at Phillips 66 were cited for selling alcohol to minors. They will receive felony referrals to the District Attorney’s Read More"
139,139,13,https://www.eadt.co.uk/news/24282276.kessingland-man-sentenced-destroying-property-affray/,20240428,59,"David Catling, 51, started breaking property on March 3 last year in Barber Close in Kessingland following an extremely painful earache that left him “at his wits' end” according to his defence barrister Marc Brown.

The court heard from prosecutor Chris Youell that Catling began smashing up property, trying to start fires, revving a chainsaw and tried to overdose.

This behaviour disturbed his neighbours and they felt forced to call police.

Armed police detained the defendant and took him to the police station where he continued having the break down and smeared his faeces over his cell, the court heard.

Mr Youell told the court Catling “essentially just wanted to kill himself and had completely lost a grip on his existence”.

Catling admitted destroying property, possession of cannabis and amphetamines and affray.

Judge Nicola Talbot-Hadley was pleased to hear from Mr Brown that Catling is now “in a much better place” and gave the defendant an 18-month community order with 25 rehabilitation activity days, 50 hours of unpaid work and 12 sessions of mental health treatment."
153,153,15,https://www.sahilonline.org/udupi-chikkamagaluru-polling-tight-3-tier-security-at-polling-station,20240428,60,"Udupi: All electronic voting machines used in the Udupi-Chikkamagaluru Lok Sabha constituency polling have been securely transferred to Saint Cecilia's Pre-Graduate College, Brahmagiri, for counting, accompanied by Voter Verifiable Paper Audit Trail (VVPAT) machines.

Tight police security has been implemented across three levels, with CRPF personnel guarding the strong rooms and KSRP personnel deployed within the center, while district police oversee security in the outer premises.

District authorities, including Dr. K. Vidyakumari and Election Observer Hitesh Koya, have provided guidelines, ensuring stringent measures such as disconnecting electrical connections to prevent mishaps. The center is accessible only to authorized personnel, with CCTV surveillance and a fire engine on standby.

Voting machines from Udupi and Chikkamagaluru districts are sealed and secured in designated rooms, with continuous security until vote counting on June 4.

Additionally, voting machines from Udupi district's assembly constituencies have been demustered at Saint Cecilia's School, Udupi, with strict police security maintained during transportation and storage."
191,191,19,https://www.wect.com/2024/04/28/suspect-custody-after-leading-police-car-chase-carolina-beach-monkey-junction-area/,20240428,61,"CAROLINA BEACH, N.C. (WECT) - A Wilmington man is in custody after leading police on a chase on Saturday, April 27, according to the Carolina Beach Police Department.

Per the CBPD, 22-year-old Nasir Kawaski Logan was charged with over two dozen charges in connection to the chase.

He was assigned a court-appointed attorney during his first court appearance on Monday, April 29, and his bond was set to $55,000. If he makes bond, he will still not be allowed to operate a motor vehicle.

He was initially pulled over for speeding just after 6:30 p.m. at the intersection of Lake Park Boulevard and Fayetteville Avenue in Carolina Beach.

Once pulled over, officers say the situation became a narcotics investigation.

Logan then drove off, leading police on a chase. During the chase, Carolina Beach police say Logan hit several police vehicles with his car. Prosecutors said in court that he ran at least five stop signs through oncoming traffic and hit a civilian vehicle as well.

“During the pursuit, the driver attempted to evade police by entering the driveway of a condominium complex off Saint Joseph St., which is a dead-end road,” the CBPD states. “After Logan turned around in an attempt to exit the dead-end road, he struck the Carolina Beach Police officer’s vehicle.

“The pursuit continued to Snows Cut bridge where the driver attempted to strike two CBPD vehicles head-on while driving over the bridge median several times. Patrol units continued the pursuit into New Hanover County.”

The New Hanover County Sheriff’s Office and Kure Beach Police Department assisted in the chase, which ended in the 4800 block of South College Road, just north of Monkey Junction.

There, Logan got out of his vehicle and started running.

Police say he went through a townhome at Mandeline Place, exiting out the back door. Police eventually caught and arrested him as he was trying to enter an officer’s vehicle.

Nasir Kawaski Logan (New Hanover County Sheriff's Office)

Logan has been charged with:

Two counts of flee to elude arrest with a motor vehicle

Attempt break/enter a motor vehicle

Three counts of felony assault with a deadly weapon on a government official

Two counts reckless driving to endanger

Seven counts resist public officer

Misdemeanor assault of government official

Hit and run

Injury to personal property

Speeding

Two counts of red light violation

Failure to stop at stop sign

Two counts of unlawful use of highway

Two counts of lane change violation

Two counts of driving left of center

Two counts of aggressive driving

Copyright 2024 WECT. All rights reserved."
55,55,5,https://newstodaynet.com/2024/04/28/bjp-accuses-rahul-gandhi-of-insulting-rajput-community-demands-apology/,20240428,62,"The BJP has accused Congress leader Rahul Gandhi of insulting the Rajput community with his recent remarks on ‘Maharajas’.

In a post on social media platform X late Saturday, BJP Information & Technology cell chief Amit Malviya shared a video of the Congress leader and said: “Rahul Gandhi should immediately apologise to the Rajput community, for this offensive comment.”

In the video, the Wayanad MP was heard saying: “It was the rule of kings and Maharajas, they could do whatever they wanted. If they wanted someone’s land, they took it away. The Congress party and our workers, along with the people of the country, achieved independence, brought democracy and gave the Constitution to the country.”

The video was reportedly from a Lok Sabha poll campaign rally in Karnataka during which Rahul Gandhi made the remarks."
154,154,15,https://sanangelolive.com/news/san-angelo/2024-04-27/what-we-do-amazing-goodfellow-afb-shows-kids-what-deployment-all-about,20240428,63,"The LIVE! Daily is the ""newspaper to your email"" for San Angelo. Each content-packed edition has weather, the popular Top of the Email opinion and rumor mill column, news around the state of Texas, news around west Texas, the latest news stories from San Angelo LIVE!, events, and the most recent obituaries. The bottom of the email contains the most recent rants and comments. The LIVE! daily is emailed 5 days per week. On Sundays, subscribers receive the West Texas Real Estate LIVE! email."
874,87,8,https://www.kwch.com/2024/04/28/over-1k-volunteers-come-together-clean-up-arkansas-river/,20240428,64,"WICHITA, Kan. (KWCH) - Over a thousand volunteers spent Saturday morning filling trash bags around the Arkansas River during the 23rd annual Ark River Cleanup.

For organizers, it’s not just about making the river through Wichita look better but also about having an impact downstream by keeping plastic and waste out of the environment for wildlife and, eventually, the ocean.

It’s about teaching kids the importance of addressing pollution and the idea that small actions can add up to make a big difference.

“Every person can make a difference by going out and picking up a piece of trash, making sure to recycle and reducing that consumption and that’s such a great celebration to see people coming together to make Wichita the great place it is to live,” said Schanee Anderson, Sedgwick County Zoo, curator of education and farms.

Last year’s cleanup pulled 1.6 tons of trash out of the Arkansas River.

Copyright 2024 KWCH. All rights reserved. To report a correction or typo, please email news@kwch.com"
57,57,5,https://www.glasgowtimes.co.uk/news/24280083.council-hire-gritters-boost-winter-maintenance-programme/,20240428,65,"A contract for the hire of the five vehicles was approved by the local authority’s finance, resources and customer services policy board.

An agreement – which is worth in excess of £470,000 – will now be signed with industry leading manufacturer Econ Engineering.

“I wonder what their names will be,” Councillor John Shaw, board convener and SNP representative for Renfrew North and Braehead, quipped at the meeting.

A report to the board explained: “Renfrewshire Council have a requirement for the hire of five x 18T gritters for a period of three gritting seasons to assist with the council’s winter gritting programme.

“Renfrewshire Council’s environment, housing and infrastructure service has a statutory obligation to have gritters in place to assist with the council’s winter gritting programme.

“This contract will support the council’s current fleet in order to carry out the winter gritting programme therefore ensuring roads within the council’s responsibility are managed and maintained and are safe during the winter months.”

The starting date for the contract is expected to be September 18, 2024, running until April 14, 2027. However, the dates will be confirmed in the council’s letter of acceptance to Econ Engineering.

Community benefits were requested as part of the procurement process and have formed part of the agreement. These include five work experience placements for those aged 16 and over, who are not currently in employment, education or training.

The report said the contract value of £474,090, excluding VAT, will be met from the council’s environment, housing and infrastructure revenue (external vehicle hire) budget.

It added that the deal will ensure all roads managed and maintained by the local authority are done so to the “highest possible standard” during the winter months."
57,57,5,https://techpp.com/2024/04/28/how-to-sign-out-of-chatgpt-on-all-devices/,20240428,66,"Several users have reported seeing unfamiliar conversations in ChatGPT. This may be due to someone else accidentally using your account or a bug in ChatGPT. It is always a good practice to check the devices you are signed in and sign out of unknown devices to keep your account secure. However, the ‘sign out of all devices’ option is not yet available on ChatGPT. To achieve similar functionality, you can try using other methods such as changing your password and setting up two-factor authentication.

How to Sign Out of ChatGPT on All Devices

Change Password in ChatGPT

Resetting your password is one of the easiest ways to sign out of all devices. When you reset a password, anyone who signed in with the old password will be automatically signed out and will require the new password to sign in. If you are using an email and password to log in to ChatGPT, follow the steps to reset your password.

Step 1: Visit chat.openai.com and click on Login. If you already logged into your account, Log out of your account, or open an incognito browser window and click on Login.



Visit chat.openai.com and click on Login. If you already logged into your account, Log out of your account, or open an incognito browser window and click on Login. Step 2: Go to the login page and enter your email and click ‘ Continue ‘.



Go to the login page and enter your email and click ‘ ‘. Step 4: Click on ‘ Forgot password? ‘.



Click on ‘ ‘. Step 5: Enter your registered email



Enter your registered email Step 6: Open the email received from Open AI click the Reset password and enter the new password.



If you use Google sign-in, you can easily change your password and revoke OpenAI’s access. Here’s how:

Step 1: Visit https://myaccount.google.com/security, then scroll down and click on “ Password. ”



Visit https://myaccount.google.com/security, then scroll down and click on “ ” Step 2: Sign in to your Google accoun t and set a new password .

Sign in to your t and set a . Step 3: To unlink OpenAI from your Google account, visit https://myaccount. google. com/connections (Remember once you unlink your account you will not be able to sign in with your Google. However you can link back again in the future).



To unlink OpenAI from your Google account, visit https://myaccount. google. com/connections (Remember once you unlink your account you will not be able to sign in with your Google. However you can link back again in the future). Step 4: Search for “OpenAI,” scroll down, and click “Delete all connections that you have with OpenAI.”



How To Enable Multi-Factor Authentication on ChatGPT

After changing your password, it is highly recommended to set up two-factor authentication (2FA) to further secure your account. This will prevent unauthorized access even if someone gains access to your new password. Please note that 2FA can only be set up when logging in without using social sign-up and by using email and password.

Step 1: Log into your OpenAI account on chat.openai.com.



Log into your OpenAI account on chat.openai.com. Step 2: Click on your name and click on the Settings



Click on your name and click on the Step 3: Under General, click “ Enable ” to turn on Multi-Factor Authentication and log into the account again.



Under General, click “ ” to turn on Multi-Factor Authentication and log into the account again. Step 4: Now, Scan the provided QR code with your authenticator app and enter the one-time code. You can use Google Authenticator (Android, iPhone) or Microsoft Authenticator (Android, iPhone). You can install them for free on the Play Store or App Store.



Now, Scan the with your authenticator app and enter the one-time code. You can use Google Authenticator (Android, iPhone) or Microsoft Authenticator (Android, iPhone). You can install them for free on the Play Store or App Store. Step 5: Open the app scan the QR code and enter the generated code.

Open the app and enter the generated code. Step 6: Save the recovery code provided for future use in case you lose access to your authenticator app.

Save the recovery code provided for future use in case you lose access to your authenticator app. Now, every time you log in, you will need to use the code generated by your authenticator app.

Stop Unwanted Access in Your ChatGPT Account

The “Sign Out of All Accounts” allows you to sign out of devices with a single click. However, ChatGPT currently doesn’t come with this feature, making it hard for someone who wants to remove their account from unknown devices.

To secure your account, you can try resetting your password or adding two-factor authentication. If you are signed in with your Google account, you can change the password for your Google account. However, in most cases, ChatGPT keeps the current session active and these steps might not work. In that case, you can delete your account.

Remember, if you subscribed to the premium, you might lose access to your premium subscription linked to the account when you delete it. To avoid this, you can delete your account at the end of the subscription plan or if you are using a free version you can back up your chats and delete your account."
57,57,5,https://www.glasgowtimes.co.uk/news/24280083.council-hire-gritters-boost-winter-maintenance-programme/,20240428,67,"A contract for the hire of the five vehicles was approved by the local authority’s finance, resources and customer services policy board.

An agreement – which is worth in excess of £470,000 – will now be signed with industry leading manufacturer Econ Engineering.

“I wonder what their names will be,” Councillor John Shaw, board convener and SNP representative for Renfrew North and Braehead, quipped at the meeting.

A report to the board explained: “Renfrewshire Council have a requirement for the hire of five x 18T gritters for a period of three gritting seasons to assist with the council’s winter gritting programme.

“Renfrewshire Council’s environment, housing and infrastructure service has a statutory obligation to have gritters in place to assist with the council’s winter gritting programme.

“This contract will support the council’s current fleet in order to carry out the winter gritting programme therefore ensuring roads within the council’s responsibility are managed and maintained and are safe during the winter months.”

The starting date for the contract is expected to be September 18, 2024, running until April 14, 2027. However, the dates will be confirmed in the council’s letter of acceptance to Econ Engineering.

Community benefits were requested as part of the procurement process and have formed part of the agreement. These include five work experience placements for those aged 16 and over, who are not currently in employment, education or training.

The report said the contract value of £474,090, excluding VAT, will be met from the council’s environment, housing and infrastructure revenue (external vehicle hire) budget.

It added that the deal will ensure all roads managed and maintained by the local authority are done so to the “highest possible standard” during the winter months."
18,18,1,https://www.birminghammail.co.uk/news/midlands-news/life-after-xl-bully-ban-29043765,20240428,68,"Abandoned dogs are being tied to trees and left to wander Birmingham streets in the wake of the XL Bully ban, with 'heart-broken' communities taking matters into their own hands amid 'death sentence' fears. Concerned locals stumbling upon the dumped animals are rallying to rehome the dogs via social media.

On February 1 it became a crime to own, sell, abandon, rehome, breed or give away an XL Bully dog without a certificate of exemption. Now almost three months on since the breed was added to the 'dangerous dogs list' in a move designed to ""protect the public"", unwanted animals are being discarded, only to be picked up by worried members of the public.

In their desperation to save unregistered dogs from destruction, some will avoid calling police or authorities, instead posting to Facebook for help rehousing the pets. Since the new law - which sparked confusion, concern and frustrations across the city - people have been divided in their opinions, with many of the firm belief ""it's not the breed, it's how it's being treated.""

Read more: Killer that's claimed over 10,000 lives as yearly death toll reaches 'highest on record'

Others however, strongly support the ban, citing the horrifying impact of recent tragedies and attacks - along with the potential dangers. Under the law, the dogs, said to be behind a concerning rise in attacks, must be muzzled and held on a lead in public.

Only this month in the city, a series of social media posts reported suspected XL Bullies 'wandering, running or tied to posts in parks'. Two weeks ago, a brown XL Bully type was seen running in the Frankley area, but was ""too fast to catch"", said a member of the public. She told how she called the lone animal over to her, but it ""ran and was too quick to follow.""

Sharing a missing appeal to Facebook instead of ringing the authorities amid fears the dog could be put down, she posted: ""Anybody missing a dog in Frankley it’s brown looks like an XL Bully maybe?"" Responding to the post, one warned her ""don’t report it to anyone the poor b***** will be kept by the old bill.""

She then replied: ""I know that’s why I’ve posted on here instead of ringing anybody."" It was said to be the ""second XL reported"" that day, with fury over ""irresponsible owners"" dumping them across Birmingham. According to official advice, abandoned XL Bullies should be reported to the council, but if there are concerns over their behaviour, police should be called.

Several more suspected XL Bullies were this week reported abandoned and tied to the base of trees in Birmingham parks on social media. Locals could be seen offering to take in the banned dogs, although it's illegal to rehome the breed.

On Tuesday morning, a city dad on the school run took to Facebook to share his concern for a suspected XL Bully tied to a tree outside a bus stop in Harborne. He said: ""I don't know why people do this, it's so horrible if I didn't have two dogs myself I would have taken it in.

""It's not the breed or the animal, it's how it's being treated I've had dogs all my life and never had any problems."" Several warned of the potential 'fate' of the dog, especially as the dog had ""cropped ears"" and was therefore ""unlikely to be exempt.""

One said: ""This is absolutely heart-breaking, I hope someone can rescue him before dog warden gets him otherwise his fate is doomed."" A second advised to contact a foster or charity as she actively warned: ""You will be sentencing them to their death.""

However, the sighting of the dog in Harborne had sparked multiple calls to the police, with several members of the public - including the dad - reporting the abandoned pet to West Midlands Police as advised. Many were left furious by the abandonment, with one even left in tears.

""This has actually made me cry that somebody could do this,"" one wrote to the appeal. ""Hopefully the dog will find a new loving home that it deserves."" It's understood the dog was taken in by a foster carer, who washed and fed the pet.

Only the day before, another dog described as ""scared but in good temperament"" was discovered in Selly Oak Park. The member of the public contacted the police before posting images of the dog, secured on a lead. ""Please help does anyone know this dog,"" she asked on Monday (April 22).

""We’ve found her tied to a tree at the bottom of the park, she’s scared but has good temperament! Police contacted but she’s on her way to the vets!"" The dog was ""kept safe"" until the dog warden collected her, she said in an update.

She wrote: ""She was chipped! Really hoping for a positive outcome as she was beautiful and had the most gentle temperament! Discarding and treating animals this way is a disgrace and I hope whoever did this gets found, reported and dealt with! If you really can’t care for your pet anymore there are organisations you can call and get help!""

In other posts, several people were trying to rehome their XL Bullies on Facebook, asking anyone who could help to direct message them. Posts were often met with a string of responses tagging willing fosterers for the animals.

Approached for a comment, West Midlands Police abandoned dogs fell under the responsibility of the local authority under the Environmental Protection Act 1990, Section 149. BirminghamLive has contacted Birmingham City Council and the RSPCA for statements."
192,192,19,https://www.birminghammail.co.uk/news/midlands-news/those-living-shadow-latest-victorian-29059408,20240428,69,"Something went wrong, please try again later.

Invalid email Something went wrong, please try again later.

Something went wrong, please try again later.

Everything gets smaller as you turn off the main street running through Balsall Heath and onto Clifton Road. Larger houses morph into terraces and it is single lane only as you pass under a railway bridge by the community farm.

Then piercing through the skyline is the ghostly, now-burned out spire of the former Clifton Primary School. Built in 1878, the imposing Victorian building went up in flames on Monday, with 32 fire fighters tackling the fierce blaze with a hydraulic platform jet at its peak.

It's been a few days since the inferno and the roof tiles have been stripped away revealing the charred skeleton of this once grand school. Demolition crews are preparing the heart-breaking task of dismantling the structure. They will begin with the once-commanding spire which has watched over this neighbourhood for generations.

Read More: Former pupils and teachers 'heartbroken' after Balsall Heath school goes up in flames

Julie Penny lives across from the school. She worked there as a dinner lady and a teaching assistant for special needs children before it closed. All of her six children attended and Ms Penny, 64, happily recalls the secret stairways, heavy furnishings and big classrooms unlike modern school buildings.

""It was great, it was an old Victorian building with character. It had secret stairways you could hide in , it was old fashioned, with wooden desks.

(Image: Nick Wilkinson/Birmingham Live)

""Towards the end the classrooms had leaks and we had to use buckets to collect the rainwater. It closed as a primary school around 20 years ago and then was used as offices for St Paul's.

""I knew all the parents, children I taught. It's all the memories, the laughs with Mr Tatton the headteacher. The building has been standing empty for so long.""

We are now on WhatsApp. Join our dedicated community here

She added: ""On Monday we were told to stay in as debris was falling everywhere. Now it's going to be demolished and what are they going to put next?""

Teacher Dr Sarah Allen wrote on social media platform X: ""We are so sad to see our old Clifton building on fire. There are many of us who have happy memories of teaching here or being a pupil.

""I started teaching here in 1997 and Mrs Hemming in 1995. We have lots of staff children and parents who have memories.

""We are still Clifton Primary School, we just moved into a building round the corner. The old building has a special place in all our hearts.""

COMPETITION: Win one of 10 £100 vouchers for top supermarkets in our Hovis competition

You could see the spire as you stood on Katie Field's doorstep but now it is burnt out wreckage. The grandmother-of-three, who has lived in the area for more than 30 years, said: ""It's really upsetting, the spire was so lovely - I watched the flames.

""The spire is hanging down, it was quite frightening. My son went there when it was a school, it was a beautiful building and it's a shame. I hope they restore it.""

One neighbour said: ""It's very sad. There used to be a playgroup and I took my daughter when she was five or six to Halloween parties, pumpkin making. Now it's gone and they will demolish it.""

And Ekaterina Luzinga, 29, said: ""I thought it was amazing. It's a shame it wasn't in use. I'm an artist and artists always admire big spaces that could be made into galleries.

""It needed to be a creative use - a workshop for the public.""

West Midlands Police said it's suspected the fire was started deliberately. Two boys, aged 16, were arrested on suspicion of arson with intent to endanger life. They have been released on bail while investigations continue.

Anyone with information to get in touch by calling 101 or via Live Chat on our website quoting log 2484 of 22 April."""
871,87,8,https://www.wxii12.com/article/local-fire-departments-fundraiser-fallen-lexington-firefighter/60627091,20240428,70,"Local fire departments hold fundraiser to honor fallen Lexington firefighter 80% of the food was donated, enough to serve up to 2500 hundred barbeque plates. Share Copy Link Copy

NOW. THERE’S NO GREATER SACRIFICE IN MAKING YOU, UM. FOR WHAT HE DID. HE WAS. HE WAS JUST A GREAT FIREMAN AND A GREAT MAN. REMEMBERING CAPTAIN RONNIE METCALF HOW HUNDREDS OF PEOPLE HONORED THEIR LOCAL HERO TODAY. THEY. THIS BIG TORNADO COMING AND JUST HAD TO DUCK AND COVER WITH THE KIDS AND WIFE AS FAST AS WE COULD. AND PARTS OF THE MIDWEST ARE DIGGING OUT FROM FRIDAY’S TORNADO OUTBREAK. WHAT PEOPLE SAW BEFORE AND AFTER THE STORMS TORE THROUGH THEIR COMMUNITY. BUT FIRST, HONORING A FALLEN FIREFIGHTER. TODAY, HUNDREDS OF PEOPLE CAME TOGETHER FOR A FUNDRAISER TO REMEMBER LEXINGTON FIRE CAPTAIN RONNIE METCALF. AS ORGANIZERS EXPLAINED, THIS WAS ONE WAY TO HONOR THEIR LOCAL HERO IN A ROOM FULL OF MUSIC, LOVE AND GOOD FOOD AT THE SOUTHERN THEATER AND EVENT CENTER IN DENTON, VOLUNTEERS AND FIREFIGHTERS ROLLING UP THEIR SLEEVES TO HONOR LEXINGTON FIRE CAPTAIN RONNIE METCALF. HE’S TRAINED ME, TAUGHT ME IN CLASS. HE’S JUST A RONNIE WAS A GREAT, GREAT INDIVIDUAL, GREAT FIREFIGHTER, GREAT DAD, GREAT FRIEND. THE COMMUNITY STEPPING UP TO MAKE SATURDAY’S EVENT A SUCCESS. 80% OF THE FOOD WAS DONATED ENOUGH TO SERVE UP TO 2500 BARBECUE PLATES. DENTON HILL AND SPRINGS SOUTH DAVIDSON AND BATEMAN LAKE. ALL OF US HAVE PEOPLE HERE, TRUCKS HERE AND HAVE WORKED ALL THROUGH THE NIGHT AND ALL MORNING VERY, VERY HARD TO DO WHAT WE’RE DOING. WE ALL COME TOGETHER, YOU KNOW, WE ALWAYS DO ON ANYTHING, BUT THIS IS JUST A SPECIAL THING. SPECIAL TIME TO HONOR RONNIE AWAITS A SHOW. METCALFE’S NAME AND LEGACY WILL NEVER BE FORGOTTEN. RONNIE WAS A GOOD MAN. HE LOVED PEOPLE. AND HE GAVE YOU THE SHIRT OFF OF HIS BACK. AND HE WAS JUST A REAL PLEASURE TO WORK WITH. THERE’S JUST NO GREATER SAC OF BANKING GIFT. UM, FOR WHAT HE DID, HE WAS HE WAS JUST A GREAT FIREMAN, A GREAT MAN, LIKE I SAID EARLIER. AND, UH, WE WANT TO DO WHATEVER WE CAN DO TO HONOR HIS MEMORY AND TO KEEP HIS MEMORY STRONG IN OUR MINDS. AND THIS FUNDRAISER COMES JUST ONE DAY AFTER NEW DETAILS ON THAT HOUSE FIRE LAST MONTH THAT KILLED METCALF. INVESTIGATORS REVEALED THE TWO SUSPECTS IDENTIFIED IN CONNECTION TO THIS CASE WERE SEEN ON SURVEILLANCE VIDEO AROUND THE HOUSE ON FIFTH STREET BEFORE AND DURING THE FIRE, AND THEY APPROACHED OFFICERS. RIGHT NOW, BRANDON HOSKINS AND STACEY STEGALL ARE CHARGED WITH BREAKING AND ENTERING AN

GET LOCAL BREAKING NEWS ALERTS The latest breaking updates, delivered straight to your email inbox. Your Email Address Submit Privacy Notice"
57,57,5,https://techpp.com/2024/04/28/how-to-sign-out-of-chatgpt-on-all-devices/,20240428,71,"Several users have reported seeing unfamiliar conversations in ChatGPT. This may be due to someone else accidentally using your account or a bug in ChatGPT. It is always a good practice to check the devices you are signed in and sign out of unknown devices to keep your account secure. However, the ‘sign out of all devices’ option is not yet available on ChatGPT. To achieve similar functionality, you can try using other methods such as changing your password and setting up two-factor authentication.

How to Sign Out of ChatGPT on All Devices

Change Password in ChatGPT

Resetting your password is one of the easiest ways to sign out of all devices. When you reset a password, anyone who signed in with the old password will be automatically signed out and will require the new password to sign in. If you are using an email and password to log in to ChatGPT, follow the steps to reset your password.

Step 1: Visit chat.openai.com and click on Login. If you already logged into your account, Log out of your account, or open an incognito browser window and click on Login.



Visit chat.openai.com and click on Login. If you already logged into your account, Log out of your account, or open an incognito browser window and click on Login. Step 2: Go to the login page and enter your email and click ‘ Continue ‘.



Go to the login page and enter your email and click ‘ ‘. Step 4: Click on ‘ Forgot password? ‘.



Click on ‘ ‘. Step 5: Enter your registered email



Enter your registered email Step 6: Open the email received from Open AI click the Reset password and enter the new password.



If you use Google sign-in, you can easily change your password and revoke OpenAI’s access. Here’s how:

Step 1: Visit https://myaccount.google.com/security, then scroll down and click on “ Password. ”



Visit https://myaccount.google.com/security, then scroll down and click on “ ” Step 2: Sign in to your Google accoun t and set a new password .

Sign in to your t and set a . Step 3: To unlink OpenAI from your Google account, visit https://myaccount. google. com/connections (Remember once you unlink your account you will not be able to sign in with your Google. However you can link back again in the future).



To unlink OpenAI from your Google account, visit https://myaccount. google. com/connections (Remember once you unlink your account you will not be able to sign in with your Google. However you can link back again in the future). Step 4: Search for “OpenAI,” scroll down, and click “Delete all connections that you have with OpenAI.”



How To Enable Multi-Factor Authentication on ChatGPT

After changing your password, it is highly recommended to set up two-factor authentication (2FA) to further secure your account. This will prevent unauthorized access even if someone gains access to your new password. Please note that 2FA can only be set up when logging in without using social sign-up and by using email and password.

Step 1: Log into your OpenAI account on chat.openai.com.



Log into your OpenAI account on chat.openai.com. Step 2: Click on your name and click on the Settings



Click on your name and click on the Step 3: Under General, click “ Enable ” to turn on Multi-Factor Authentication and log into the account again.



Under General, click “ ” to turn on Multi-Factor Authentication and log into the account again. Step 4: Now, Scan the provided QR code with your authenticator app and enter the one-time code. You can use Google Authenticator (Android, iPhone) or Microsoft Authenticator (Android, iPhone). You can install them for free on the Play Store or App Store.



Now, Scan the with your authenticator app and enter the one-time code. You can use Google Authenticator (Android, iPhone) or Microsoft Authenticator (Android, iPhone). You can install them for free on the Play Store or App Store. Step 5: Open the app scan the QR code and enter the generated code.

Open the app and enter the generated code. Step 6: Save the recovery code provided for future use in case you lose access to your authenticator app.

Save the recovery code provided for future use in case you lose access to your authenticator app. Now, every time you log in, you will need to use the code generated by your authenticator app.

Stop Unwanted Access in Your ChatGPT Account

The “Sign Out of All Accounts” allows you to sign out of devices with a single click. However, ChatGPT currently doesn’t come with this feature, making it hard for someone who wants to remove their account from unknown devices.

To secure your account, you can try resetting your password or adding two-factor authentication. If you are signed in with your Google account, you can change the password for your Google account. However, in most cases, ChatGPT keeps the current session active and these steps might not work. In that case, you can delete your account.

Remember, if you subscribed to the premium, you might lose access to your premium subscription linked to the account when you delete it. To avoid this, you can delete your account at the end of the subscription plan or if you are using a free version you can back up your chats and delete your account."
